fuelType,year,VClass,highway08,fuelCost08,score,city08
Gasoline or E85,2011,Standard Pickup Trucks 2WD,19,2400,6.0,14.0
Gasoline or E85,2011,Standard Pickup Trucks 2WD,21,2150,5.0,15.0
Gasoline or E85,2011,Standard Pickup Trucks 2WD,21,2150,6.0,15.0
Gasoline or E85,2011,Standard Pickup Trucks 2WD,22,1900,6.0,17.0
Gasoline or E85,2011,Standard Pickup Trucks 4WD,18,2400,5.0,13.0
Gasoline or E85,2011,Standard Pickup Trucks 4WD,18,2600,5.0,12.0
Gasoline or E85,2011,Standard Pickup Trucks 4WD,19,2250,6.0,14.0
Gasoline or E85,2011,Standard Pickup Trucks 4WD,21,2150,5.0,15.0
Gasoline or E85,2011,"Vans, Cargo Type",17,2400,2.0,13.0
Gasoline or E85,2012,Compact Cars,31,1500,6.0,21.0
Gasoline or E85,2012,Compact Cars,35,1250,6.0,26.0
Gasoline or E85,2012,Compact Cars,36,1150,6.0,27.0
Gasoline or E85,2012,Compact Cars,37,1150,6.0,27.0
Gasoline or E85,2012,Compact Cars,39,1150,6.0,28.0
Gasoline or E85,2012,Large Cars,29,1650,6.0,18.0
Gasoline or E85,2012,Large Cars,30,1600,5.0,19.0
Gasoline or E85,2012,Large Cars,30,1600,6.0,19.0
Gasoline or E85,2012,Midsize Cars,25,1800,5.0,18.0
Gasoline or E85,2012,Midsize Cars,28,1600,5.0,20.0
Gasoline or E85,2012,Midsize Cars,28,1650,6.0,19.0
Gasoline or E85,2012,Midsize Cars,29,1650,6.0,18.0
Gasoline or E85,2012,Midsize Cars,33,1400,6.0,22.0
Gasoline or E85,2012,Minivan - 2WD,25,1800,6.0,17.0
Gasoline or E85,2012,Sport Utility Vehicle - 2WD,20,2250,2.0,14.0
Gasoline or E85,2012,Sport Utility Vehicle - 2WD,20,2250,6.0,14.0
Gasoline or E85,2012,Sport Utility Vehicle - 2WD,23,1900,6.0,17.0
Gasoline or E85,2012,Sport Utility Vehicle - 2WD,24,1800,6.0,17.0
Gasoline or E85,2012,Sport Utility Vehicle - 2WD,24,1900,6.0,17.0
Gasoline or E85,2012,Sport Utility Vehicle - 2WD,25,1750,6.0,19.0
Gasoline or E85,2012,Sport Utility Vehicle - 2WD,31,1400,6.0,22.0
Gasoline or E85,2012,Sport Utility Vehicle - 4WD,21,2150,5.0,15.0
Gasoline or E85,2012,Sport Utility Vehicle - 4WD,21,2150,6.0,15.0
Gasoline or E85,2012,Sport Utility Vehicle - 4WD,23,1800,6.0,18.0
Gasoline or E85,2012,Sport Utility Vehicle - 4WD,23,1900,6.0,16.0
Gasoline or E85,2012,Sport Utility Vehicle - 4WD,23,2000,6.0,16.0
Gasoline or E85,2012,Sport Utility Vehicle - 4WD,28,1600,6.0,20.0
Gasoline or E85,2012,Standard Pickup Trucks 2WD,20,2250,2.0,14.0
Gasoline or E85,2012,Standard Pickup Trucks 2WD,20,2250,6.0,14.0
Gasoline or E85,2012,Standard Pickup Trucks 2WD,21,2150,5.0,15.0
Gasoline or E85,2012,Standard Pickup Trucks 2WD,21,2150,6.0,15.0
Gasoline or E85,2012,Standard Pickup Trucks 2WD,22,2000,5.0,15.0
Gasoline or E85,2012,Standard Pickup Trucks 2WD,22,2000,6.0,15.0
Gasoline or E85,2012,Standard Pickup Trucks 2WD,23,1900,6.0,17.0
Gasoline or E85,2012,Standard Pickup Trucks 4WD,17,2600,5.0,12.0
Gasoline or E85,2012,Standard Pickup Trucks 4WD,18,2400,5.0,13.0
Gasoline or E85,2012,Standard Pickup Trucks 4WD,19,2250,2.0,14.0
Gasoline or E85,2012,Standard Pickup Trucks 4WD,19,2250,6.0,14.0
Gasoline or E85,2012,Standard Pickup Trucks 4WD,21,2150,5.0,15.0
Gasoline or E85,2012,Standard Pickup Trucks 4WD,21,2150,6.0,15.0
Gasoline or E85,2013,Compact Cars,27,1650,6.0,19.0
Gasoline or E85,2013,Compact Cars,31,1500,6.0,21.0
Gasoline or E85,2013,Compact Cars,35,1250,6.0,26.0
Gasoline or E85,2013,Compact Cars,37,1200,6.0,27.0
Gasoline or E85,2013,Compact Cars,39,1150,6.0,28.0
Gasoline or E85,2013,Large Cars,26,1750,5.0,18.0
Gasoline or E85,2013,Large Cars,27,1750,5.0,18.0
Gasoline or E85,2013,Large Cars,27,1750,6.0,18.0
Gasoline or E85,2013,Large Cars,28,1650,5.0,19.0
Gasoline or E85,2013,Large Cars,29,1650,6.0,18.0
Gasoline or E85,2013,Midsize Cars,27,1750,6.0,17.0
Gasoline or E85,2013,Midsize Cars,28,1650,6.0,18.666666666666668
Gasoline or E85,2013,Midsize Cars,33,1350,6.0,24.0
Gasoline or E85,2013,Minivan - 2WD,25,1800,6.0,17.0
Gasoline or E85,2013,Small Sport Utility Vehicle 2WD,25,1800,6.0,17.0
Gasoline or E85,2013,Small Sport Utility Vehicle 2WD,31,1400,6.0,22.0
Gasoline or E85,2013,Small Sport Utility Vehicle 4WD,28,1600,6.0,20.0
Gasoline or E85,2013,Standard Pickup Trucks 2WD,21,2150,5.0,15.0
Gasoline or E85,2013,Standard Pickup Trucks 2WD,21,2150,6.0,15.0
Gasoline or E85,2013,Standard Pickup Trucks 2WD,22,2000,5.0,15.0
Gasoline or E85,2013,Standard Pickup Trucks 2WD,23,1900,6.0,17.0
Gasoline or E85,2013,Standard Pickup Trucks 2WD,25,1800,6.0,17.0
Gasoline or E85,2013,Standard Pickup Trucks 4WD,19,2250,2.0,14.0
Gasoline or E85,2013,Standard Pickup Trucks 4WD,19,2250,6.0,14.0
Gasoline or E85,2013,Standard Pickup Trucks 4WD,21,2000,6.0,16.0
Gasoline or E85,2013,Standard Pickup Trucks 4WD,21,2150,5.0,15.0
Gasoline or E85,2013,Standard Pickup Trucks 4WD,23,1900,6.0,16.0
Gasoline or E85,2013,Standard Sport Utility Vehicle 2WD,18,2250,5.0,14.0
Gasoline or E85,2013,Standard Sport Utility Vehicle 2WD,18,2250,6.0,14.0
Gasoline or E85,2013,Standard Sport Utility Vehicle 2WD,21,2150,5.0,15.0
Gasoline or E85,2013,Standard Sport Utility Vehicle 2WD,23,1900,6.0,17.0
Gasoline or E85,2013,Standard Sport Utility Vehicle 2WD,24,1800,5.0,17.0
Gasoline or E85,2013,Standard Sport Utility Vehicle 4WD,18,2400,2.0,13.0
Gasoline or E85,2013,Standard Sport Utility Vehicle 4WD,18,2400,6.0,13.0
Gasoline or E85,2013,Standard Sport Utility Vehicle 4WD,21,2150,5.0,15.0
Gasoline or E85,2013,Standard Sport Utility Vehicle 4WD,21,2150,6.0,15.0
Gasoline or E85,2013,Standard Sport Utility Vehicle 4WD,23,1900,6.0,16.0
Gasoline or E85,2014,Compact Cars,36,1200,5.0,26.0
Gasoline or E85,2014,Compact Cars,36,1200,6.0,26.0
Gasoline or E85,2014,Compact Cars,39,1150,6.0,28.0
Gasoline or E85,2014,Large Cars,27,1750,6.0,18.0
Gasoline or E85,2014,Large Cars,28,1650,6.0,19.0
Gasoline or E85,2014,Large Cars,29,1650,6.0,18.0
Gasoline or E85,2014,Minivan - 2WD,25,1800,6.0,17.0
Gasoline or E85,2014,Small Sport Utility Vehicle 2WD,28,1600,6.0,20.0
Gasoline or E85,2014,Small Sport Utility Vehicle 2WD,31,1400,6.0,22.0
Gasoline or E85,2014,Small Sport Utility Vehicle 4WD,28,1600,6.0,20.0
Gasoline or E85,2014,Standard Pickup Trucks 2WD,21,2150,6.0,15.0
Gasoline or E85,2014,Standard Pickup Trucks 2WD,23,1800,6.0,18.0
Gasoline or E85,2014,Standard Pickup Trucks 2WD,23,1900,6.0,16.5
Gasoline or E85,2014,Standard Pickup Trucks 2WD,25,1800,6.0,17.0
Gasoline or E85,2014,Standard Pickup Trucks 4WD,19,2250,6.0,14.0
Gasoline or E85,2014,Standard Pickup Trucks 4WD,21,2000,6.0,16.0
Gasoline or E85,2014,Standard Pickup Trucks 4WD,22,1900,6.0,17.0
Gasoline or E85,2014,Standard Pickup Trucks 4WD,22,2000,6.0,16.0
Gasoline or E85,2014,Standard Pickup Trucks 4WD,23,1900,6.0,16.0
Gasoline or E85,2014,Standard Sport Utility Vehicle 2WD,25,1800,6.0,18.0
Gasoline or E85,2014,Standard Sport Utility Vehicle 4WD,17,2400,5.0,13.0
Gasoline or E85,2014,Standard Sport Utility Vehicle 4WD,21,2150,5.0,15.0
Gasoline or E85,2014,Standard Sport Utility Vehicle 4WD,21,2150,6.0,15.0
Gasoline or E85,2014,Standard Sport Utility Vehicle 4WD,23,1900,5.0,17.0
Gasoline or E85,2014,Standard Sport Utility Vehicle 4WD,24,1900,6.0,17.0
Gasoline or E85,2015,Large Cars,28,1600,5.0,19.0
Gasoline or E85,2015,Large Cars,28,1650,6.0,19.0
Gasoline or E85,2015,Midsize Cars,28,1650,6.0,18.0
Gasoline or E85,2015,Midsize Cars,31,1600,6.0,19.0
Gasoline or E85,2015,Midsize Cars,36,1350,6.0,23.0
Gasoline or E85,2015,Minivan - 2WD,25,1800,6.0,17.0
Gasoline or E85,2015,Small Sport Utility Vehicle 2WD,28,1600,6.0,20.0
Gasoline or E85,2015,Special Purpose Vehicle 4WD,19,2150,6.0,15.0
Gasoline or E85,2015,Standard Pickup Trucks 2WD,22,2000,6.0,15.0
Gasoline or E85,2015,Standard Pickup Trucks 2WD,24,1800,6.0,18.0
Gasoline or E85,2015,Standard Pickup Trucks 4WD,17,2400,5.0,13.0
Gasoline or E85,2015,Standard Pickup Trucks 4WD,21,2150,6.0,15.0
Gasoline or E85,2015,Standard Pickup Trucks 4WD,22,1900,6.0,17.0
Gasoline or E85,2015,Standard Pickup Trucks 4WD,23,1900,6.0,16.0
Gasoline or E85,2015,Standard Sport Utility Vehicle 2WD,24,1800,5.0,17.0
Gasoline or E85,2015,Standard Sport Utility Vehicle 4WD,22,2000,6.0,16.0
Gasoline or E85,2015,Standard Sport Utility Vehicle 4WD,23,1900,5.0,17.0
Gasoline or E85,2015,Standard Sport Utility Vehicle 4WD,24,1900,6.0,17.0
Gasoline or E85,2015,"Vans, Passenger Type",16,3000,2.0,11.0
Gasoline or E85,2016,Compact Cars,36,1250,5.0,26.0
Gasoline or E85,2016,Compact Cars,36,1250,6.0,26.0
Gasoline or E85,2016,Midsize Cars,28,1750,6.0,18.0
Gasoline or E85,2016,Midsize Cars,31,1600,6.0,19.0
Gasoline or E85,2016,Minivan - 2WD,25,1800,6.0,17.0
Gasoline or E85,2016,Small Sport Utility Vehicle 2WD,25,1900,6.0,17.0
Gasoline or E85,2016,Small Sport Utility Vehicle 2WD,31,1400,6.0,22.0
Gasoline or E85,2016,Standard Pickup Trucks 2WD,22,2000,6.0,15.0
Gasoline or E85,2016,Standard Pickup Trucks 2WD,25,1800,6.0,17.0
Gasoline or E85,2016,Standard Pickup Trucks 4WD,21,2150,6.0,15.0
Gasoline or E85,2016,Standard Pickup Trucks 4WD,22,1900,6.0,17.0
Gasoline or E85,2017,Standard Pickup Trucks 2WD,24,1800,6.0,18.0
Gasoline or E85,2017,Standard Pickup Trucks 2WD,25,1800,6.0,17.0
Gasoline or E85,2017,Standard Pickup Trucks 4WD,19,2250,6.0,14.0
Gasoline or E85,2018,Minivan - 2WD,25,1800,3.0,17.0
Gasoline or E85,2018,Standard Pickup Trucks 2WD,23,1900,3.0,16.0
Gasoline or E85,2018,Standard Pickup Trucks 4WD,17,2400,5.0,13.0
Gasoline or E85,2018,Standard Pickup Trucks 4WD,19,2150,3.0,15.0
Gasoline or E85,2018,Standard Pickup Trucks 4WD,22,1900,5.0,17.0
Gasoline or E85,2018,Standard Sport Utility Vehicle 4WD,22,2000,3.0,16.0
Gasoline or E85,2019,Standard Pickup Trucks 4WD,19,2250,3.0,14.0
Gasoline or natural gas,2004,Subcompact Cars,29,1500,1.0,21.0
Gasoline or natural gas,2004,Subcompact Cars,29,1500,2.0,21.0
Midgrade,2011,Large Cars,25,2250,6.0,16.0
Midgrade,2011,Standard Pickup Trucks 4WD,19,2850,5.0,13.0
Midgrade,2011,Standard Pickup Trucks 4WD,19,2850,6.0,13.0
Midgrade,2012,Large Cars,25,2250,6.0,16.0
Midgrade,2012,Sport Utility Vehicle - 2WD,20,2650,6.0,14.0
Midgrade,2012,Sport Utility Vehicle - 4WD,20,2850,6.0,13.0
Midgrade,2012,Standard Pickup Trucks 2WD,20,2650,5.0,14.0
Midgrade,2012,Standard Pickup Trucks 2WD,20,2650,6.0,14.0
Midgrade,2012,Standard Pickup Trucks 4WD,19,2850,5.0,13.0
Midgrade,2012,Standard Pickup Trucks 4WD,19,2850,6.0,13.0
Midgrade,2013,Large Cars,25,2250,6.0,16.0
Midgrade,2013,Midsize Cars,25,2250,6.0,16.0
Midgrade,2013,Standard Pickup Trucks 2WD,20,2650,6.0,14.0
Midgrade,2013,Standard Pickup Trucks 4WD,19,2850,6.0,13.0
Midgrade,2013,Standard Pickup Trucks 4WD,21,2500,6.0,15.0
Midgrade,2013,Standard Sport Utility Vehicle 4WD,20,2850,6.0,13.0
Midgrade,2014,Midsize Cars,27,2050,6.0,18.0
Midgrade,2014,Standard Pickup Trucks 2WD,20,2650,6.0,14.0
Midgrade,2014,Standard Pickup Trucks 2WD,22,2500,6.0,15.0
Midgrade,2014,Standard Pickup Trucks 4WD,19,2850,6.0,13.0
Midgrade,2014,Standard Pickup Trucks 4WD,21,2500,6.0,15.0
Midgrade,2014,Standard Sport Utility Vehicle 4WD,20,2650,6.0,14.0
Midgrade,2014,Standard Sport Utility Vehicle 4WD,22,2650,6.0,14.0
Midgrade,2015,Large Cars,25,2250,6.0,16.0
Midgrade,2015,Standard Pickup Trucks 2WD,22,2500,6.0,15.0
Midgrade,2015,Standard Pickup Trucks 4WD,21,2500,6.0,15.0
Midgrade,2015,Standard Sport Utility Vehicle 4WD,20,2650,6.0,14.0
Midgrade,2015,Standard Sport Utility Vehicle 4WD,22,2650,6.0,14.0
Midgrade,2016,Midsize Cars,25,2250,6.0,16.0
Midgrade,2016,Standard Pickup Trucks 2WD,22,2500,6.0,15.0
Midgrade,2016,Standard Pickup Trucks 4WD,21,2500,6.0,15.0
Midgrade,2016,Standard Sport Utility Vehicle 4WD,22,2500,6.0,14.0
Midgrade,2017,Small Sport Utility Vehicle 4WD,24,2050,6.0,18.0
Midgrade,2017,Small Sport Utility Vehicle 4WD,26,2050,6.0,18.0
Midgrade,2017,Standard Pickup Trucks 4WD,21,2500,6.0,15.0
Midgrade,2018,Standard Pickup Trucks 4WD,21,2500,3.0,15.0
Midgrade,2019,Small Sport Utility Vehicle 4WD,24,2050,5.0,18.0
Midgrade,2019,Small Sport Utility Vehicle 4WD,27,1950,5.0,19.0
Midgrade,2019,Standard Pickup Trucks 2WD,22,2500,3.0,15.0
Midgrade,2019,Standard Pickup Trucks 4WD,21,2500,5.0,15.0
Midgrade,2019,Standard Pickup Trucks 4WD,22,2250,5.0,17.0
Premium,2004,Compact Cars,19,3100,1.0,13.0
Premium,2004,Compact Cars,20,2750,2.0,15.0
Premium,2004,Compact Cars,20,2900,1.0,13.0
Premium,2004,Compact Cars,22,2600,1.0,16.0
Premium,2004,Compact Cars,23,2450,1.0,16.0
Premium,2004,Compact Cars,23,2450,2.0,16.5
Premium,2004,Compact Cars,23,2600,1.0,16.0
Premium,2004,Compact Cars,24,2300,1.0,17.0
Premium,2004,Compact Cars,24,2450,1.0,16.666666666666668
Premium,2004,Compact Cars,24,2450,2.0,16.0
Premium,2004,Compact Cars,25,2200,1.0,18.0
Premium,2004,Compact Cars,25,2300,5.0,17.25
Premium,2004,Compact Cars,25,2300,6.0,17.333333333333332
Premium,2004,Compact Cars,25,2300,9.0,17.0
Premium,2004,Compact Cars,26,2000,2.0,20.0
Premium,2004,Compact Cars,26,2200,1.0,18.0
Premium,2004,Compact Cars,26,2200,2.0,18.0
Premium,2004,Compact Cars,26,2450,2.0,16.0
Premium,2004,Compact Cars,27,2000,2.0,20.0
Premium,2004,Compact Cars,27,2100,1.0,19.0
Premium,2004,Compact Cars,27,2100,2.0,19.0
Premium,2004,Compact Cars,27,2100,5.0,19.0
Premium,2004,Compact Cars,27,2100,6.0,19.0
Premium,2004,Compact Cars,27,2200,1.0,18.0
Premium,2004,Compact Cars,27,2200,2.0,18.0
Premium,2004,Compact Cars,27,2200,5.0,18.0
Premium,2004,Compact Cars,27,2200,6.0,18.0
Premium,2004,Compact Cars,28,2000,2.0,20.0
Premium,2004,Compact Cars,28,2100,2.0,19.0
Premium,2004,Compact Cars,28,2100,5.0,19.0
Premium,2004,Compact Cars,28,2100,6.0,19.0
Premium,2004,Compact Cars,28,2100,9.0,19.0
Premium,2004,Compact Cars,29,2000,5.0,20.0
Premium,2004,Large Cars,17,3600,2.0,11.0
Premium,2004,Large Cars,21,2750,2.0,15.0
Premium,2004,Large Cars,21,2900,1.0,14.0
Premium,2004,Large Cars,22,2600,1.0,15.0
Premium,2004,Large Cars,23,2600,1.0,16.0
Premium,2004,Large Cars,23,2600,2.0,16.0
Premium,2004,Large Cars,24,2450,1.0,16.0
Premium,2004,Large Cars,25,2450,5.0,16.0
Premium,2004,Midsize Cars,21,2600,1.0,15.0
Premium,2004,Midsize Cars,22,2450,2.0,16.0
Premium,2004,Midsize Cars,22,2600,1.0,16.0
Premium,2004,Midsize Cars,22,2750,1.0,15.0
Premium,2004,Midsize Cars,23,2450,1.0,16.0
Premium,2004,Midsize Cars,23,2450,2.0,16.0
Premium,2004,Midsize Cars,23,2600,1.0,15.0
Premium,2004,Midsize Cars,24,2300,2.0,17.0
Premium,2004,Midsize Cars,24,2450,1.0,16.0
Premium,2004,Midsize Cars,25,2200,1.0,18.0
Premium,2004,Midsize Cars,25,2300,1.0,17.0
Premium,2004,Midsize Cars,25,2300,2.0,17.0
Premium,2004,Midsize Cars,25,2300,5.0,18.0
Premium,2004,Midsize Cars,25,2300,6.0,18.0
Premium,2004,Midsize Cars,25,2450,1.0,16.0
Premium,2004,Midsize Cars,25,2450,2.0,16.0
Premium,2004,Midsize Cars,25,2450,5.0,16.5
Premium,2004,Midsize Cars,26,2200,5.0,18.0
Premium,2004,Midsize Cars,26,2200,6.0,18.0
Premium,2004,Midsize Cars,26,2300,1.0,16.0
Premium,2004,Midsize Cars,26,2300,2.0,16.0
Premium,2004,Midsize Cars,26,2300,5.0,16.0
Premium,2004,Midsize Cars,27,2200,2.0,18.0
Premium,2004,Midsize Cars,27,2200,5.0,18.0
Premium,2004,Midsize Cars,27,2200,6.0,18.0
Premium,2004,Midsize Cars,28,2000,2.0,19.0
Premium,2004,Midsize Cars,28,2100,2.0,19.0
Premium,2004,Midsize Cars,28,2200,5.0,18.0
Premium,2004,Midsize Cars,28,2200,6.0,18.0
Premium,2004,Midsize Station Wagons,22,2600,2.0,16.0
Premium,2004,Midsize Station Wagons,23,2450,1.0,16.5
Premium,2004,Midsize Station Wagons,24,2300,2.0,17.0
Premium,2004,Midsize Station Wagons,24,2450,1.0,17.0
Premium,2004,Midsize Station Wagons,25,2300,1.0,17.0
Premium,2004,Midsize Station Wagons,26,2200,5.0,18.0
Premium,2004,Midsize Station Wagons,26,2200,6.0,18.0
Premium,2004,Midsize Station Wagons,26,2300,2.0,17.0
Premium,2004,Midsize Station Wagons,28,2000,2.0,19.0
Premium,2004,Midsize Station Wagons,28,2100,2.0,19.0
Premium,2004,Midsize Station Wagons,28,2100,5.0,19.0
Premium,2004,Midsize Station Wagons,28,2100,6.0,19.0
Premium,2004,Midsize Station Wagons,28,2100,9.0,19.0
Premium,2004,Minicompact Cars,18,3600,3.0,11.0
Premium,2004,Minicompact Cars,20,2900,1.0,14.0
Premium,2004,Minicompact Cars,21,2750,1.0,14.0
Premium,2004,Minicompact Cars,22,2600,1.0,16.0
Premium,2004,Minicompact Cars,22,2600,2.0,16.0
Premium,2004,Minicompact Cars,23,2450,5.0,16.0
Premium,2004,Minicompact Cars,23,2450,6.0,16.0
Premium,2004,Minicompact Cars,24,2100,1.0,20.0
Premium,2004,Minicompact Cars,26,2100,1.0,19.0
Premium,2004,Minicompact Cars,26,2200,1.0,18.0
Premium,2004,Minicompact Cars,26,2200,2.0,18.0
Premium,2004,Minicompact Cars,26,2300,5.0,17.0
Premium,2004,Minicompact Cars,26,2300,6.0,17.0
Premium,2004,Minicompact Cars,28,1950,1.0,21.0
Premium,2004,Minicompact Cars,29,1850,1.0,22.0
Premium,2004,Minicompact Cars,31,1850,1.0,22.0
Premium,2004,Minicompact Cars,33,1650,1.0,25.0
Premium,2004,Small Station Wagons,20,2900,1.0,13.0
Premium,2004,Small Station Wagons,23,2450,1.0,17.0
Premium,2004,Small Station Wagons,24,2300,1.0,17.0
Premium,2004,Small Station Wagons,25,2300,1.0,18.0
Premium,2004,Small Station Wagons,26,2200,2.0,18.0
Premium,2004,Small Station Wagons,27,2100,1.0,19.0
Premium,2004,Small Station Wagons,27,2100,2.0,19.0
Premium,2004,Small Station Wagons,28,1950,2.0,21.0
Premium,2004,Small Station Wagons,28,2100,2.0,19.0
Premium,2004,Small Station Wagons,29,1850,1.0,22.0
Premium,2004,Small Station Wagons,29,1950,1.0,22.0
Premium,2004,Sport Utility Vehicle - 2WD,16,3600,1.0,11.0
Premium,2004,Sport Utility Vehicle - 2WD,17,3300,1.0,12.0
Premium,2004,Sport Utility Vehicle - 2WD,21,2600,5.0,15.0
Premium,2004,Sport Utility Vehicle - 2WD,21,2750,5.0,15.0
Premium,2004,Sport Utility Vehicle - 2WD,22,2450,5.0,16.0
Premium,2004,Sport Utility Vehicle - 2WD,22,2450,6.0,16.0
Premium,2004,Sport Utility Vehicle - 2WD,24,2450,2.0,17.0
Premium,2004,Sport Utility Vehicle - 4WD,14,3900,1.0,11.0
Premium,2004,Sport Utility Vehicle - 4WD,15,3900,1.0,11.0
Premium,2004,Sport Utility Vehicle - 4WD,16,3300,1.0,13.0
Premium,2004,Sport Utility Vehicle - 4WD,16,3600,1.0,12.0
Premium,2004,Sport Utility Vehicle - 4WD,17,3300,1.0,12.0
Premium,2004,Sport Utility Vehicle - 4WD,18,3100,1.0,13.0
Premium,2004,Sport Utility Vehicle - 4WD,18,3100,2.0,14.0
Premium,2004,Sport Utility Vehicle - 4WD,19,2900,1.0,14.0
Premium,2004,Sport Utility Vehicle - 4WD,19,2900,2.0,14.0
Premium,2004,Sport Utility Vehicle - 4WD,19,3100,1.0,13.0
Premium,2004,Sport Utility Vehicle - 4WD,19,3100,5.0,13.0
Premium,2004,Sport Utility Vehicle - 4WD,20,2750,1.0,15.0
Premium,2004,Sport Utility Vehicle - 4WD,20,2750,5.0,15.0
Premium,2004,Sport Utility Vehicle - 4WD,20,2900,1.0,14.0
Premium,2004,Sport Utility Vehicle - 4WD,21,2450,1.0,17.0
Premium,2004,Sport Utility Vehicle - 4WD,21,2750,5.0,14.25
Premium,2004,Sport Utility Vehicle - 4WD,21,2750,6.0,14.5
Premium,2004,Sport Utility Vehicle - 4WD,22,2600,1.0,16.0
Premium,2004,Sport Utility Vehicle - 4WD,22,2600,5.0,16.0
Premium,2004,Sport Utility Vehicle - 4WD,22,2600,6.0,16.0
Premium,2004,Sport Utility Vehicle - 4WD,22,2750,1.0,15.0
Premium,2004,Sport Utility Vehicle - 4WD,23,2450,5.0,17.0
Premium,2004,Sport Utility Vehicle - 4WD,23,2450,6.0,17.0
Premium,2004,Standard Pickup Trucks 2WD,14,4650,1.0,9.0
Premium,2004,Standard Pickup Trucks 2WD,15,3600,1.0,11.0
Premium,2004,Standard Pickup Trucks 4WD,17,3100,1.0,13.0
Premium,2004,Subcompact Cars,21,2750,1.0,15.0
Premium,2004,Subcompact Cars,22,2600,1.0,16.0
Premium,2004,Subcompact Cars,22,2600,5.0,16.0
Premium,2004,Subcompact Cars,24,2450,1.0,17.0
Premium,2004,Subcompact Cars,25,2200,1.0,18.0
Premium,2004,Subcompact Cars,25,2300,1.0,18.0
Premium,2004,Subcompact Cars,25,2300,5.0,17.0
Premium,2004,Subcompact Cars,25,2300,6.0,17.0
Premium,2004,Subcompact Cars,25,2300,9.0,17.0
Premium,2004,Subcompact Cars,26,2300,2.0,17.0
Premium,2004,Subcompact Cars,27,2200,5.0,18.0
Premium,2004,Subcompact Cars,27,2200,6.0,18.0
Premium,2004,Subcompact Cars,28,1950,1.0,21.0
Premium,2004,Subcompact Cars,28,1950,2.0,21.0
Premium,2004,Subcompact Cars,28,1950,5.0,21.0
Premium,2004,Subcompact Cars,28,2100,2.0,18.0
Premium,2004,Two Seaters,21,2750,2.0,14.0
Premium,2004,Two Seaters,21,2750,5.0,14.0
Premium,2004,Two Seaters,23,2300,1.0,17.0
Premium,2004,Two Seaters,23,2450,1.0,16.0
Premium,2004,Two Seaters,23,2600,1.0,15.0
Premium,2004,Two Seaters,23,2600,2.0,15.0
Premium,2004,Two Seaters,24,2300,1.0,17.714285714285715
Premium,2004,Two Seaters,24,2450,1.0,17.0
Premium,2004,Two Seaters,24,2450,5.0,16.0
Premium,2004,Two Seaters,25,2200,2.0,19.0
Premium,2004,Two Seaters,26,2000,1.0,20.0
Premium,2004,Two Seaters,26,2100,1.0,20.0
Premium,2004,Two Seaters,26,2200,1.0,18.0
Premium,2004,Two Seaters,26,2300,1.0,17.0
Premium,2004,Two Seaters,27,2200,1.0,18.0
Premium,2004,Two Seaters,27,2200,2.0,18.0
Premium,2004,Two Seaters,27,2200,5.0,18.0
Premium,2005,Compact Cars,19,2900,2.0,14.0
Premium,2005,Compact Cars,20,2900,1.0,14.0
Premium,2005,Compact Cars,21,2900,1.0,14.0
Premium,2005,Compact Cars,22,2600,5.0,16.0
Premium,2005,Compact Cars,22,2600,6.0,16.0
Premium,2005,Compact Cars,23,2450,1.0,16.5
Premium,2005,Compact Cars,23,2450,2.0,17.0
Premium,2005,Compact Cars,23,2450,5.0,16.0
Premium,2005,Compact Cars,23,2600,1.0,16.0
Premium,2005,Compact Cars,23,2600,2.0,15.0
Premium,2005,Compact Cars,24,2300,5.0,17.0
Premium,2005,Compact Cars,24,2300,6.0,17.0
Premium,2005,Compact Cars,24,2450,1.0,17.0
Premium,2005,Compact Cars,25,2200,1.0,18.0
Premium,2005,Compact Cars,25,2300,5.0,17.25
Premium,2005,Compact Cars,25,2300,6.0,17.333333333333332
Premium,2005,Compact Cars,25,2300,9.0,17.0
Premium,2005,Compact Cars,26,2100,2.0,19.0
Premium,2005,Compact Cars,26,2200,2.0,18.0
Premium,2005,Compact Cars,27,2000,2.0,20.0
Premium,2005,Compact Cars,27,2100,2.0,19.0
Premium,2005,Compact Cars,27,2100,5.0,19.0
Premium,2005,Compact Cars,27,2100,6.0,19.0
Premium,2005,Compact Cars,27,2100,9.0,19.0
Premium,2005,Compact Cars,27,2200,1.0,18.0
Premium,2005,Compact Cars,27,2200,2.0,18.0
Premium,2005,Compact Cars,27,2200,5.0,18.0
Premium,2005,Compact Cars,27,2200,6.0,18.0
Premium,2005,Compact Cars,28,2000,5.0,20.0
Premium,2005,Compact Cars,28,2000,6.0,20.0
Premium,2005,Compact Cars,28,2100,1.0,19.0
Premium,2005,Compact Cars,28,2100,2.0,19.0
Premium,2005,Compact Cars,29,1950,2.0,21.0
Premium,2005,Compact Cars,29,1950,5.0,21.0
Premium,2005,Compact Cars,29,2000,2.0,19.0
Premium,2005,Compact Cars,29,2000,5.0,20.0
Premium,2005,Compact Cars,29,2100,5.0,19.0
Premium,2005,Compact Cars,29,2100,6.0,19.0
Premium,2005,Compact Cars,30,1950,5.0,21.0
Premium,2005,Compact Cars,30,1950,6.0,21.0
Premium,2005,Compact Cars,31,1850,1.0,22.0
Premium,2005,Compact Cars,31,1950,5.0,20.0
Premium,2005,Compact Cars,31,1950,6.0,20.0
Premium,2005,Large Cars,17,3600,2.0,11.0
Premium,2005,Large Cars,20,3100,1.0,13.0
